id,text,symbol,filing_time,is_action,topic_ids,is_active,label
941,"The mining industry has been impacted by increased demand for critical resources such as input commodities, drilling equipment and tires.",nem,2012-02,False,[14],False,0
942,"We are subject to income and other taxes in the U.S. and numerous foreign jurisdictions, most significantly Australia.",btu,2017-03,False,"[5, 15]",True,0
943,We may not be able to obtain community support of future projects.,aumn,2018-03,False,[1],True,0
944,"Since our formation and the acquisition of our predecessor in August 1999, we have expanded our operations by adding and developing mines and coal reserves in existing, adjacent and neighboring properties.",arlp,2013-03,True,"[1, 7, 8]",True,1
945,"Impairment, measured by comparing an assets carrying value to its fair value, must be recognized when the carrying value of the asset exceeds these cash flows.",cde,2014-02,False,[10],True,0
946,"In June 2011, the U.S. Supreme Court issued a unanimous decision holding that the plaintiffs' federal common law claims were displaced by federal legislation and regulations.",arlp,2017-02,False,"[2, 11, 15]",False,0
947,"As a result of public concern about the real or perceived detrimental effects of economic globalization and global climate impacts, businesses in general and the mining industry in particular face increasing public scrutiny of their activities.",vgz,2021-02,False,"[5, 12]",True,0
948,"Because our land holdings are within the Carson River Mercury Superfund Site, our operations are subject to certain soil sampling and potential remediation requirements, which may result in added costs and delays; and we are also potentially subject to further costs as the result of on-going government investigation and future remediation decisions.",lode,2018-02,False,"[2, 9, 11]",True,0
949,"Assessing the recoverability of deferred tax assets requires management to make significant estimates related to expectations of future taxable income, including application of existing tax laws in each jurisdiction, assumptions about future metals prices, the macroeconomic environment and results of our operations.",cde,2021-02,False,"[10, 15]",True,0
950,The Companys future operating results could be affected by the ability of its officers and key employees to manage changing business conditions and integrate an acquired business or new operation into Coeur.,cde,2020-02,False,[8],False,0
951,"On March 24, 2014, the U.S. Supreme Court denied petitions for review.",hcc,2020-02,False,[11],True,0
952,"Registering as an investment company could, among other things, materially limit our ability to engage in transactions with affiliates, including the purchase and sale of certain securities or other property to or from our affiliates, restrict our ability to borrow funds, engage in other transactions involving leverage or issue additional capital stock and require us to add additional directors who are independent of us or our affiliates.",arch,2020-02,False,"[0, 3, 6]",True,0
953,The recent global economic recession and credit market tightening has had a negative impact on both the coal industry and on various customers.,arch,2013-03,False,"[4, 5]",True,0
954,We do not expect to mine all of our ore reserves in Indonesia before the initial term of our COW expires.,fcx,2012-02,False,"[1, 7, 13]",True,1
955,"Although we maintain insurance for a number of risks and hazards, we may not be insured or fully insured against the losses or liabilities that could arise from a significant accident in our coal operations.",ceix,2020-02,False,[9],True,1
956,"Delays in or our inability to obtain necessary permits will result in unanticipated costs, which may result in serious adverse effects upon our business.",usau,2021-07,False,"[1, 8]",True,0
957,"Operating results below current levels or other adverse factors, including a significant increase in interest rates, could result in our inability to comply with the financial covenants contained in our Senior Unsecured Credit Facility.",btu,2010-02,False,[0],True,0
958,Potential litigation affecting the properties that we have stream and royalty interests in could have an adverse effect on us.,rgld,2016-08,False,[7],True,0
959,There is a degree of uncertainty attributable to the calculation of reserves and corresponding grades dedicated to future production.,vgz,2009-03,False,[7],True,0
960,Capital expenditures required for these projects may increase due to factors beyond our control.,cmp,2010-02,False,"[1, 7]",True,0
961, ,usau,2007-07,True,[0],True,0
962,Efforts to slow the spread of COVID-19 have already impacted the operation of Newmonts mines and the development of projects and led to the temporary cancellation of certain exploration activities.,nem,2021-02,False,"[1, 9]",True,0
963,"At that date, we also had recorded a valuation allowance of $2,287.3 million.",btu,2021-02,False,"[0, 10]",True,0
964,RISKS RELATED TO OWNERSHIP OF OUR COMMON STOCK Public company compliance may make it more difficult to attract and retain officers and directors.,usau,2021-07,False,"[3, 6, 8]",True,0
965,NACoal is subject to the high costs and risks involved in the development of new coal and dragline mining projects.,nc,2012-02,False,[14],True,0
966,"Since 2000, coal's share of U.S. electricity production has fallen from 53% to 30%, while natural gas share has increased from 16% to 34%.",arlp,2017-02,False,[12],True,0
967,We may not be able to successfully grow through future acquisitions.,hnrg,2019-03,False,"[1, 8]",True,0
968,"Accordingly, quarter-to-quarter comparisons of past operating results of HBB are meaningful only when comparing equivalent time periods, if at all.",nc,2012-02,False,[10],True,0
969,"Imposition of more stringent remediation standards, particularly for arsenic and lead in soils, poses a risk that additional remediation work could be required at our active remediation sites and at sites that we have already remediated to the satisfaction of the responsible governmental agencies, and may increase the risk of toxic tort litigation.",fcx,2018-02,False,"[2, 11]",False,0
970,Increased competition in our business could adversely affect our ability to attract necessary capital funding or acquire suitable mining properties or prospects for mineral exploration in the future.,usau,2020-07,False,"[1, 8]",True,0
971,"If some or all of our currently union-free operations were to become unionized, it could adversely affect our productivity and increase the risk of work stoppages at our mining complexes.",hnrg,2019-03,False,"[9, 13]",True,0
972,"Additionally, we may not be able to successfully integrate the acquired businesses.",cmp,2011-02,False,"[1, 8]",True,0
973,"The supply and demand for gold and other commodities, the level of interest rates, the rate of inflation, investment decisions by large holders of these commodities, including governmental reserves, and stability of exchange rates can all cause significant fluctuations in prices.",xpl,2007-02,False,"[5, 10]",True,0
974,"Environmental legislation is evolving in a manner which may require stricter standards and enforcement, increased fines and penalties for non-compliance, more stringent environmental assessments of proposed projects and a heightened degree of responsibility for companies and their officers, directors and employees.",usau,2019-07,False,"[2, 11]",True,0
975,"We base our mineral reserve and resource estimates on engineering, economic and geological data assembled and analyzed by our engineers and geologists, which are reviewed by outside firms.",slca,2012-03,False,[7],False,1
976,"The economic viability of our mining activities has many risks and uncertainties including, but not limited to: (i) a significant, pro-longed decrease in the market price of uranium; (ii) difficulty in marketing and/or selling uranium concentrates; (iii) significantly higher than expected capital costs to construct the mine and/or processing plant; (iv) significantly higher than expected extraction costs; (v) significantly lower than expected uranium extraction; (vi) significant delays, reductions or stoppages of uranium extraction activities; and (vi) the introduction of significantly more stringent regulatory laws and regulations.",uec,2013-10,False,[1],True,0
977,The costs associated with compliance with such laws and regulations are substantial.,cde,2014-02,False,"[2, 12]",True,0
978,"In addition, evolving reclamation or environmental concerns may threaten our ability to renew existing permits or obtain new permits in connection with future development, expansions and operations.",hl,2015-02,False,[2],True,0
979,The titles to some of our properties may be defective or challenged.,hl,2020-02,False,[11],True,0
980,"Despite our current indebtedness levels, we may still be able to incur substantially more debt, including secured indebtedness.",hcc,2018-02,True,[0],True,0
981,"As discussed above, some of these permits are becoming increasingly more difficult and expensive to obtain and the review process continues to lengthen.",amr,2020-03,False,[1],True,0
982,"We are currently, and may in the future become, subject to litigation, arbitration or other legal proceedings with other parties.",nem,2020-02,False,[11],True,0
983,"We generally prorate our items of income, gain, loss and deduction between transferors and transferees of our units each month based upon the ownership of our units on the first day of each month (the ""Allocation Date""), instead of on the basis of the date a particular unit is transferred.",arlp,2020-02,False,"[6, 15]",False,1
984,Estimates of proven and probable reserves are subject to considerable uncertainty.,nem,2013-02,False,"[1, 7]",True,0
985,We cannot predict with any certainty when we will need additional funds or how much we will need or if additional funds will be available to us.,usau,2013-07,False,[1],True,0
986,"In the event that we cannot increase the price we charge for met coal to cover the higher production costs without reducing customer demand for our met coal, there could be a material adverse effect on our financial condition and results of operations.",hcc,2019-02,False,"[9, 12, 14]",True,0
987,"Some of our operations are in remote locations requiring long distance transmission of power, and in some locations we compete with other companies for access to third party power generators or electrical supply networks.",nem,2020-02,False,"[12, 14]",True,0
988,We maintain a part of our financial assurance using guarantees in New Mexico.,fcx,2008-02,False,"[0, 5]",True,1
989,There can be no assurance that any share repurchases would enhance stockholder value because the market price of our common stock may decline below the levels at which we repurchased such shares.,amr,2022-03,False,"[3, 6, 10]",True,0
990,"If third parties bring claims against us, the proceeds held in the trust account could be reduced and the per-share redemption amount received by stockholders may be less than $10.24 per share (based on the trust account balance as of December 31, 2018).",hymc,2019-03,False,[11],True,0
991,Idaho Laws,vgz,2010-03,False,"[2, 11]",True,0
992,An extended decline in the prices of such commodities could negatively impact our results of operations.,arlp,2020-02,False,[10],True,0
993,"If Sentient converts the remaining amount of principal and interest due at the loan maturity date, estimated at approximately $1.2 million, at $0.29, Sentient would own approximately 55% of the Companys then outstanding common stock, assuming no other issuances of common stock.",aumn,2016-02,False,"[0, 3, 6]",True,0
994,The issuance of the forward purchase securities will not result in such an adjustment to the conversion of our Class B common stock.,hymc,2020-03,False,[3],True,0
995,Our financial position and results are subject to fluctuations in foreign currency values.,vgz,2009-03,False,[5],True,0
996,"If we were to lose any of these customers without finding replacement customers willing to purchase an equivalent amount of coal on similar terms, or if these customers were to decrease the amounts of coal purchased or the terms, including pricing terms, on which they buy coal from us, it could have a material adverse effect on our business, financial condition and results of operations.",arlp,2008-02,False,[4],True,0
997,"Our exploration and development operations are subject to environmental regulations, which could result in our incurring additional costs and operational delays.",vgz,2010-03,False,[12],True,0
998,"Declines in the market price of gold, silver, copper, nickel or other metals also may render reserves or mineralized material containing relatively lower ore grades uneconomical to exploit.",rgld,2012-08,False,"[1, 4, 7, 10]",True,0
999,Our customers increasingly demand a broad product range and we must continue to develop our expertise in order to manufacture and market these products successfully.,cmp,2006-02,True,"[4, 14]",True,1
1000,"In order to conduct mining operations on properties where these defects exist, the Company may incur unanticipated costs.",nc,2020-03,False,[7],True,0
1001,THE MARKET FOR OUR PRODUCTS MAY NARROW OVER TIME.,usau,2008-07,False,"[4, 14]",True,0
1002,A number of governments or governmental bodies have introduced or are contemplating regulatory changes in response to the potential impacts of climate change that are viewed as the result of emissions from the combustion of carbon-based fuels.,nem,2015-02,False,"[2, 12]",False,0
1003,"However, its hedging strategies may not be successful, and any of its unhedged foreign exchange payments will continue to be subject to market fluctuations.",fcx,2007-02,False,[5],True,0
1004,"Our common stock is subject to the 382 Transfer Restrictions under our certificate of incorporation and the Rights Agreement which are intended to prevent a Section 382 ownership change, which if not complied with, could result in the forfeiture of such stock and related dividends or substantial dilution of the stock ownership, respectively.",hcc,2020-02,False,"[3, 6]",False,0
1005,"The operation of underground mines and conduct of exploration programs are subject to numerous risks and hazards, including, but not limited to, environmental hazards, industrial accidents, encountering unusual or unexpected geological formations, formation pressures, cave-ins, fires, power outages, labor disruptions, flooding, seismic activity, rock bursts, accidents relating to historical workings, landslides and periodic interruptions due to inclement or hazardous weather conditions.",aumn,2012-03,False,"[9, 14]",True,0
1006,"Consequently, if we are successful in acquiring any new opportunities and our estimates prove to be in error, either through miscalculations or changing market conditions, this could have a material adverse effect on our financial position or results of operations.",xpl,2016-03,False,"[1, 9]",True,0
1007,"In the past, that country has been subject to political instability, changes and uncertainties which may cause changes to existing government regulations affecting mineral exploration and mining activities.",mux,2009-03,False,"[5, 12]",True,0
1008,"We are subject to changing rules and regulations promulgated by a number of governmental and self-regulated organizations, including the British Columbia Securities Commission, the SEC, the Toronto Stock Exchange (the TSX), the NYSE American, and the Financial Accounting Standards Board.",vgz,2020-02,False,"[2, 3, 12]",True,0
1009,Metals exploration is highly speculative in nature.,scco,2020-02,False,[1],True,0
1010,"Currently, the Company does not hedge its foreign currency risks, but could do so in the future.",usau,2014-07,False,[5],True,1
1011,This lack of insurance coverage could result in material economic harm to us.,uuuu,2021-03,False,[9],True,0
1012,"A loss of service from any one of these individuals may adversely affect our operations, and we may have difficulty or may not be able to locate and hire a suitable replacement.",uec,2016-10,False,[8],True,0
1013,"For example, it could: restrict us from making strategic acquisitions, engaging in development activities, introducing new technologies or exploiting business opportunities; cause us to make non-strategic divestitures; require us to dedicate a substantial portion of our cash flow from operations to the repayment of our indebtedness, thereby reducing funds available to us for other purposes, including the payment of quarterly dividends or any special dividends, as well as engaging in any stock repurchases; limit our flexibility in planning for, or reacting to, changes in our operations or business; limit our ability to raise additional capital for working capital, capital expenditures, operations, debt service requirements, strategic initiatives or other purposes; limit, along with the financial and other restrictive covenants in our indebtedness, among other things, our ability to borrow additional funds or dispose of assets; prevent us from raising the funds necessary to repurchase all of the Notes tendered to us upon the occurrence of certain changes of control, which failure to repurchase would constitute a default under the indenture governing the Notes; make it more difficult for us to satisfy our obligations with respect to our indebtedness, including the Notes, and any failure to comply with the obligations of any of our debt instruments, including restrictive covenants and borrowing conditions, could result in an event of default under the indenture governing the Notes and the agreements governing other indebtedness; make us more highly leveraged than some of our competitors, which may place us at a competitive disadvantage; make us more vulnerable to downturns in our business or the economy; or expose us to the risk of increased interest rates, as certain of our borrowings, including borrowings under the ABL Facility, are at variable rates of interest and are based upon benchmarks that are subject to potential change or elimination, including as a result of the FCA Announcement (as defined below).",hcc,2021-02,False,"[0, 1, 3, 8]",True,0
1014,"Increased global attention or regulation on consumption of water by industrial activities, as well as water quality discharge, and on restricting or prohibiting the use of cyanide and other hazardous substances in processing activities could similarly have an adverse impact on our results of operations and financial position due to increased compliance and input costs.",nem,2017-02,False,"[2, 12, 14]",True,0
1015,A number of our key employees and consultants have significant experience in the uranium industry.,uec,2016-10,False,[8],True,0
1016,"In addition, the owners or operators of projects that are not yet operational in which the Company may hold royalty or streaming interests may decide to delay or not to proceed with commencing commercial production.",cde,2016-02,False,[7],True,0
1017,"We base our mineral reserve and resource estimates on engineering, economic and geological data assembled and analyzed by our mining engineers, which are reviewed periodically by outside firms.",slca,2021-02,False,[7],False,1
1018,Any failure to comply with these covenants may constitute a breach under the term loan and revolving credit facilities which could result in the acceleration of all or a substantial portion of any outstanding indebtedness and termination of revolving credit commitments under the term loan and revolving credit facilities.,amr,2019-04,False,[0],True,0
1019,Certain statements in Risk Factors are forward-looking statements.,slca,2018-02,False,[15],True,0
1020,Failure to provide the required financial assurance could result in the closure of mines.,fcx,2009-02,False,[0],True,0
1021,"All of the coal from the PAMC, which accounts for more than 99% of our coal production, is processed at a single preparation plant and loaded on to rail cars using a single train loadout facility.",ceix,2022-02,False,[14],True,0
1022,These customers could decide to discontinue purchasing coal from us in the volumes that they have previously purchased or decide to not purchase coal from us at all.,amr,2022-03,False,[4],True,0
1023,"Some of our competitors are much larger, established companies with greater financial and technical resources than ours.",vgz,2020-02,True,"[4, 8]",True,0
1024,"Our business strategy includes entering into agreements with third-parties (Third-Parties), including the Northern Territory Government, the Jawoyn Association Aboriginal Corporation (the Jawoyn Association), Prime Mining, and Nusantara Resources Limited.",vgz,2021-02,True,"[8, 11]",True,1
1025,"Operations in which we have direct or indirect interests will be subject to all the hazards and risks normally incidental to exploration and production of gold and other metals, any of which could result in work stoppages, damage to property and possible environmental damage.",lode,2012-03,False,"[7, 9]",True,0
1026,"Sumitomo may not wish to continue the San Cristobal Management Services Agreement beyond June 2010 and, as a result, our primary source of funding may not continue beyond the initial term.",aumn,2010-03,False,[8],True,1
1027,We will be required to comply with these new rules when reporting for the 2021 fiscal year.,ceix,2021-02,False,"[10, 15]",False,0
1028,The systems we employ to detect and prevent cyberattacks may be insufficient to protect us from an incident or to allow us to minimize the magnitude and effects of such incident for a significant period of time.,slca,2021-02,False,[11],True,0
1029,"Modifications include replacing existing systems with successor systems, making changes to existing systems and acquiring new systems with new functionality.",nc,2016-03,False,[11],True,0
1030,Failure to retain or attract key personnel could have a material adverse effect on us.,arch,2020-02,False,[8],True,0
1031,Anti-takeover provisions in our charter documents and Delaware law may make an acquisition of us more difficult.,fcx,2021-02,False,[6],True,0
1032,"Existing and future strategic partnerships that we may enter into pose a number of risks, including the following: Tonogold may be unsuccessful in profitably producing precious metals, which could have a material adverse effect on the Companys business, financial condition, results of operations and cash flows.",lode,2022-03,False,"[1, 8, 9]",True,0
1033,We are subject to litigation and may be subject to additional litigation in the future.,nem,2014-02,False,[11],True,0
1034,None of the private placement warrants will be redeemable by us so long as they are held by the sponsor or its permitted transferees.,hymc,2020-03,False,[3],False,0
1035,"For example, Argentina passed a federal glacier protection law in 2010 that, if strictly applied, could restrict mining activities in areas on or near the nation's glaciers.",rgld,2016-08,False,"[2, 5, 15]",True,0
1036,"In addition, we may be unable to refinance our current credit facilities when they expire or obtain adequate funding prior to expiry because our lending counterparties may be unwilling or unable to meet their funding obligations.",hnrg,2016-03,False,"[0, 1]",True,0
1037,"We own passive interests in mining properties, and it is difficult or impossible for us to ensure properties are developed or operated in our best interest.",rgld,2017-08,False,[6],False,0
1038,"Our reserves reflect estimates of minerals that can be recovered through the end of 2041 (i.e., through the expiration of the two 10-year extensions) and our current mine plan has been developed, and our operations are based on the assumption that we will receive the two 10-year extensions.",fcx,2007-02,False,"[7, 10, 13]",False,1
1039,A defect in title or the loss of a leasehold interest in certain property could limit our ability to mine our coal reserves or result in significant unanticipated costs.,arch,2010-03,False,"[7, 11]",True,0
1040,"Additionally, there would be no corresponding amortization allocated to our future reporting periods since those costs would have been expensed previously, resulting in both lower inventory costs and cost of goods sold and results of operations with higher gross profits and lower losses than if we had been in the Production Stage.",uec,2015-10,False,"[4, 10, 14]",False,0
1041,"Our termination would, among other things, result in the closing of our taxable year for all unitholders, which would result in us filing two tax returns for one fiscal year and could result in a deferral of depreciation deductions allowable in computing our taxable income.",arlp,2012-02,False,"[10, 15]",True,0
1042,Vanadium mineral resource estimates for the La Sal Complex are based in part on the Companys White Mesa Mill production records.,uuuu,2021-03,False,"[7, 10]",True,0
1043,"In addition, our receipt of the PPP loan resulted in adverse publicity, and a review or audit by the SBA or other government entity or claims under the False Claims Act could consume significant financial and management resources.",hnrg,2021-03,False,[11],True,0
1044,"If we are pursued for sanctions, costs and liabilities in respect of these matters, our mining operations and, as a result, our profitability could be materially and adversely affected.",arch,2021-02,False,[4],False,0
1045,"In addition, the quantity of mineralized material may vary depending on metal prices.",lode,2011-04,False,"[1, 7]",True,0
1046,Our common stock is traded on the NYSE American.,lode,2022-03,False,"[3, 6]",False,0
1047,There is no assurance that claims or other assertion of rights by tribal communities and stakeholders or consultation issues will not arise on or with respect to our properties or activities.,hl,2021-02,False,[3],True,0
1048,"At July 31, 2015, we had working capital of $6.2 million including cash and cash equivalents of $10.1 million.",uec,2015-10,False,[0],True,0
1049,"Another major environmental challenge is managing overburden, which is the rock that must be moved aside in the mining process to reach the ore.",fcx,2021-02,False,[11],False,0
1050,The PPACA has both short-term and long-term implications on benefit plan standards.,amr,2021-03,False,"[2, 10]",True,0
1051,"Although we have recently begun selling a significant portion of our coal in the export market, we remain somewhat exposed to risks associated with a concentrated customer base both domestically and globally.",ceix,2022-02,True,[4],True,1
1052,Our foreign activities are subject to additional inherent risks.,hl,2011-02,False,[5],True,0
1053,"These costs principally include electricity, labor, maintenance, local contractors and fuel.",scco,2013-02,False,"[12, 14]",True,0
1054,"We are conducting remediation activities at a third site in the United States, an inactive uranium mine and mill site formerly operated by a subsidiary of Newmont.",nem,2014-02,False,[5],True,1
1055,Finally a number of legal proceedings have been initiated in Bolivia with respect to the ownership interests in the mining concessions comprising the Amayapampa gold project.,vgz,2009-03,False,"[5, 6]",True,0
1056,"In addition, if any of our suppliers experiences an adverse event, or decides to no longer do business with us, we may be unable to obtain sufficient equipment and raw materials in a timely manner or at a reasonable price to allow us to meet our production goals and our revenues may be adversely impacted.",ceix,2018-02,False,[14],True,0
1057,"Our mines are located in areas containing oil and natural gas shale plays, which may require us to coordinate our operations with oil and natural gas drillers and transporters.",ceix,2019-02,False,[12],False,0
1058,"The risk of process failures in the production of REE carbonates such as the ability of the Company to produce REE Carbonate to meet commercial specifications on a commercial scale at acceptable costs, which could delay the expected commencement of commercial production of REE carbonate at the Mill in 2021 or prevent the commercial production of REE carbonate cost-competitively or at all; The risk that we may not be able to increase our sources of natural monazite sands or other ores in amounts sufficient to result in cost competitive production of REE carbonate at the Mill; The inability of the Company to successfully or cost-competitively process other types of REE and uranium bearing ores at the Mill produced from coal-based resources; The inability of the Company to construct and operate an REE separation facility, and potentially other downstream REE activities, including metal-making and alloying, in the future at the Mill or elsewhere in the United States; and The risk of permit and license challenges or the failure to obtain any needed permit or license amendments.",uuuu,2021-03,False,"[1, 7, 12, 14]",True,0
1059,"Our ability to make these payments when due will depend upon several factors, which may not be in our control.",rgld,2012-08,False,[0],True,0
1060,"In addition to selling server memory systems, we develop, manufacture and market a variety of memory products for motherboards that are Intel or AMD processor based.",usau,2012-07,False,[4],True,1
1061,This occurred despite the fact that the Silver Shaft was not involved in any of the accidents at the mine in 2011.,hl,2012-02,False,[9],True,0
1062,We have made assumptions related to future trends for medical care costs in the estimates of retiree health care obligations.,btu,2018-02,False,"[7, 10]",True,1
1063,The majority of our coal supply agreements contain provisions that allow a purchaser to terminate its contract if legislation is passed that either restricts the use or type of coal permissible at the purchasers plant or results in specified increases in the cost of coal or its use.,btu,2006-03,False,"[12, 14]",False,0
1064,The trading market for our shares depends in part on the research and reports that third-party securities analysts publish about our Company and our industry.,ceix,2019-02,False,[3],True,0
1065,"Certain agreements governing our indebtedness contain limitations on our ability to pay dividends (including regular annual dividends), as described under The agreements governing our indebtedness impose restrictions that may limit our ability to operate our business or require accelerated debt payments.",cmp,2019-03,False,"[0, 3]",True,0
1066,"In the normal course of its business, the Company is required to obtain and renew governmental permits for exploration, operations and expansion of existing operations and for the development of new projects.",cde,2018-02,False,[1],False,1
1067,We believe that our success depends on the continued service of our key executive management personnel.,rgld,2014-08,True,[8],True,0
1068,"On September 1, 2011, the Company inadvertently missed a claims fee payment to the U.S. Bureau of Land Management (BLM) and as a result the prior unpatented mining claims were forfeited.",cde,2012-02,False,[11],False,1
1069,"Sales of the Reorganized PEC Common Stock or Preferred Equity, and the possibility thereof, could make it more difficult for us to sell equity, or equity-related securities, in the future at a time and price that we consider appropriate.",btu,2017-03,False,[3],True,0
1070,"In addition, law and regulations relating to the use of contractors may vary in the jurisdictions in which we operate, and changes in legal and regulatory restrictions may also impact our ability to utilize contractors and outsourcing services.",nem,2022-02,False,"[2, 11]",True,0
1071,"These estimates are based on, among other things, the following factors: the accuracy of mineral resource and reserve estimates; the accuracy of assumptions regarding ground conditions and physical characteristics of mineralized materials, such as hardness and presence or absence of particular metallurgical characteristics; the accuracy of estimated rates and costs of extraction, recovery and processing; assumptions as to future commodity prices; assumptions relating to changes in laws, regulations or policies, or lack thereof, that could impact the cost and time required to obtain regulatory approvals, licenses and permits; assumptions relating to obtaining required licenses and permits in a timely manner, including the time required to satisfy environmental analyses, consultations and public input processes; assumptions relating to challenges to or delays in the licensing and permitting process; and assumptions regarding any appeals or lack thereof, or injunctions or lack thereof, relating to any approvals, licenses or permits.",uuuu,2021-03,False,"[2, 7, 10, 14]",False,0
1072,"The 2008 credit crisis and related turmoil in the global financial system and ensuing recession had an impact on our business and financial position, and similar events in the future could also impact us.",hl,2017-02,False,[5],True,0
1073,"Despite PT-FIs rights under its COW to export concentrate without the payment of duties, PT-FI was unable to obtain administrative approval for exports and operated at approximately half of its capacity from mid-January 2014 through July 2014.",fcx,2016-02,False,[13],True,0
1074,The following is a summary of the material restrictions contained in our partnership agreement on the fiduciary duties owed by our general partners to the limited partners.,arlp,2013-03,False,[6],True,0
1075,"Similarly, the profitability of our minerals segment depends significantly upon acquisitions to grow our oil & gas reserves, production, and free cash flow.",arlp,2021-02,True,"[4, 12]",True,0
1076,"Development or advancement of any of the exploration properties in which we have an interest will only follow upon obtaining satisfactory exploration results, project permitting and licensing, and financing.",uuuu,2019-03,False,[1],True,0
1077,"Because of the contractual price formulas for the sale of coal and mining services by these unconsolidated project mining subsidiaries, the profitability of these operations is also subject to fluctuations in inflationary adjustments (or lack thereof) that can impact the per ton profit or management fee paid for the coal and taxes applicable to NACoals income on that coal.",nc,2008-02,False,[4],True,0
1078,We cannot assure you that the interests of Grupo Mexico will not conflict with our minority stockholders.,scco,2020-02,False,[6],True,0
1079,"Furthermore, we will not be able to benefit from our exploration efforts and recover the expenditures that we incur on our exploration programs if we do not establish ore bodies that contain commercially recoverable material and develop these projects into profitable mining activities, and there is no assurance that we will be successful in doing so for any of our projects.",uec,2018-10,False,"[1, 7]",True,0
1080,"Further, mining companies are entitled a tax deduction for percentage depletion, which may allow for depletion deductions in excess of the basis in the mineral reserves.",arch,2013-03,False,[15],False,0
1081,"Extreme weather conditions can interfere with our services and increase our costs, and damage resulting from extreme weather may not be fully insured.",ceix,2021-02,False,"[9, 14]",True,0
1082,"Major expenses may be required to establish mineral resources and mineral reserves by drilling and to finance, permit, license, and construct extraction, mining, recovery and processing facilities.",uuuu,2020-03,False,"[1, 2, 7]",False,0
1083,"Additionally, the EPAs guidance contains requirements for the avoidance and minimization of environmental and mining impacts, consideration of the full range of potential impacts on the environment, human health and local communities, including low-income or minority populations, and provision of meaningful opportunities for public participation in the permit process.",arch,2016-03,False,[2],True,0
1084,"Such risk factors include the effects of possible disruption to the expansion of our production capacity, permit requirements, debt incurred or capital stock issued to make such acquisitions, the impact of any such acquisition on our financial results, negative customer reaction to any such acquisition and our ability to successfully integrate an acquired companys operations with our operations.",lode,2016-01,False,[8],True,0
1085,"Further, our debt financing for the San Cristobal project includes requirements that we satisfy certain debt service reserve or operating reserve requirements or meet debt payment obligations prior to payment to us of any dividends by our subsidiaries.",aumn,2006-03,False,"[0, 3]",True,0
1086,"Also, the availability and price of competing fuels, such as natural gas, could influence the volume of coal a customer is willing to purchase under contract.",arch,2017-02,False,"[4, 12, 14]",True,0
1087,"As a result, our results of operations may be adversely affected.",cmp,2010-02,False,[9],True,0
1088,"The market prices of silver (Handy & Harman) and gold (London Final) on February 12, 2008 were $17.32 and $917 per ounce, respectively.",cde,2008-02,False,[10],True,0
1089,"The partial suspension may reduce production until the Company is able to resume mining above 4,400 meters generally.",cde,2014-02,False,[14],True,0
1090,"If we are unable to successfully integrate the companies, businesses or properties we acquire, our profitability may decline and we could experience a material adverse effect on our business, financial condition, or results of operations.",arlp,2014-02,False,[8],True,0
1091,"Further, reserves are valued based on estimates of costs and metals prices, which may not be consistent among our properties or across the industry.",hl,2017-02,False,"[7, 10]",False,0
1092,Our revenues are subject to operational risks of the mining industry.,rgld,2006-09,False,[4],True,0
1093,"Future sales of our common stock, or the perception in the public markets that these sales may occur, may depress our stock price.",slca,2014-02,False,"[3, 4, 6]",True,0
1094,These broad market fluctuations may adversely affect the trading price of our common stock.,nem,2016-02,False,"[3, 6]",True,0
1095,"For more information regarding our tailing dams, please see Item 2 PropertiesSlope StabilityTailing Dams.",scco,2020-02,False,[15],True,0
1096,"Specifically, the exploration, permitting and development of coal reserves, mining costs, the maintenance of machinery and equipment and compliance with applicable laws and regulations requires substantial capital expenditures.",ceix,2021-02,False,"[1, 2]",True,0
1097,"In addition, almost one-half of states have taken measures to track and reduce emissions of greenhouse gases, and some states have elected to participate in voluntary regional cap-and-trade programs like the Regional Greenhouse Gas Initiative in the northeastern United States.",arch,2019-02,True,"[2, 12]",True,0
1098,"Extended periods of precipitation or a prolonged lack of sunshine would hinder the evaporation rate and hence our production levels, which may result in lower sales volumes and higher unit production costs.",cmp,2012-02,False,"[4, 14]",True,0
